GEL-Bladder_common_SBS13	GEL-Bladder_common_SBS17	GEL-Bladder_common_SBS92+100	GEL-Bladder_common_SBS1	GEL-Bladder_common_SBS2	GEL-Bladder_common_SBS2+13+107	GEL-Bladder_common_SBS92	GEL-Bladder_rare_SBS57	GEL-Bladder_rare_SBS94	GEL-Bladder_rare_SBS23	GEL-Bladder_rare_SBS109	GEL-Bladder_rare_SBS31	GEL-Bladder_rare_SBS33	GEL-Bladder_rare_SBS6	GEL-Bladder_rare_SBS20	GEL-Bladder_rare_SBS4	GEL-Bladder_rare_SBS147	GEL-Bladder_rare_SBS105	unassigned
GEL-2996136-11	1131.17732831609	0	486.576277830041	1010.15835685168	440.068987143305	531.083254938852	2687.92137033553	0	0	0	0	0	0	0	0	0	0	0	92.0144245845022
GEL-2727790-11	31470.8131299563	0	3892.03872521218	0	11561.6150363671	0	0	0	0	0	0	0	0	0	0	0	0	0	3327.53310846442
GEL-2103469-11	686.128424336973	0	1343.25141965679	2434.45566302652	945.677004680187	1600.79962558502	0	0	0	0	0	0	0	0	0	0	0	0	1003.68786271451
GEL-2168571-11	815.828169014084	0	918.869617706237	2323.43460764588	0	0	3587.4430583501	0	0	0	0	0	0	0	0	0	0	0	1055.4245472837
GEL-2381710-11	0	0	161.232123212321	78.0968096809681	0	0	173.324532453245	436.838283828383	0	0	0	0	0	0	0	0	0	0	66.5082508250829
GEL-2152476-11	2258.36915970865	0	0	600.502753597442	772.573725350862	0	1477.81533131995	0	0	0	0	0	0	0	0	0	0	0	505.739030023096
GEL-2248304-11	2174.88125685057	0	0	1412.54658385093	1054.1541834125	0	1605.25758129339	0	0	0	0	0	0	0	0	0	0	0	603.16039459261
GEL-2383600-11	0	0	206	524.5	0	0	688.5	0	0	0	0	0	0	0	0	0	0	0	212
GEL-2516679-11	3431.01674525098	5256.45186953063	4556.82693986844	0	3170.59801695869	0	0	0	0	0	0	0	0	0	0	0	7292.72600267769	0	2102.38042571357
GEL-2970611-11	348.185071389843	0	291.736128682451	771.801915778059	0	0	980.613048978854	0	0	0	0	0	0	0	0	0	0	0	371.663835170793
GEL-2432676-11	0	0	588.496473605471	1318.37198119256	0	586.997755930754	1949.33212224834	0	0	0	0	0	0	0	0	0	0	0	231.801667022875
GEL-2599039-11	16909.8940852086	0	0	2047.24504135907	4542.43429689585	2211.22461976341	0	0	0	0	0	0	0	0	0	0	0	0	2393.20195677307
GEL-2915080-11	45076.7258605074	14705.28266909	31620.9345383131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61092.5238734192	11527.5330586703
GEL-2434242-11	6343.11583309633	0	0	1690.83134928696	1319.08828667777	0	1371.55202535246	0	0	0	0	0	0	0	0	0	0	0	1573.41250558648
GEL-2679154-11	4014.37745467184	0	0	1829.22249898627	1925.3392805422	0	0	0	0	0	0	0	0	0	0	0	0	0	873.06076579969
GEL-2540071-11	3254.54075337313	2120.10941967197	4212.17108893013	1549.13735767668	0	5639.60124391834	2339.98374880875	0	0	0	0	0	0	0	0	0	0	0	855.456387621001
GEL-2709663-11	10283.0201243696	0	0	3477.52134847966	3583.05234294668	0	0	0	0	0	0	0	0	0	0	0	0	0	3085.40618420406
